999 5000
52 815 74
520 528 204
308 429 497
314 821 490
407 69 237
65 333 741
342 282 247
730 631 610
461 872 868
924 755 393
544 525 785
297 45 53
872 71 282
331 103 387
759 510 360
514 293 602
532 354 624
334 544 668
683 187 142
268 450 520
948 746 494
875 618 367
232 667 517
408 426 336
372 658 150
668 190 680
965 326 245
892 378 289
248 48 646
328 714 269
171 590 101
803 821 286
539 947 665
783 320 474
40 706 158
649 390 962
342 283 496
297 693 331
158 659 156
748 986 811
804 876 643
477 398 990
536 936 886
20 439 43
880 478 62
930 846 565
25 906 440
496 204 2
184 80 743
201 546 184
369 350 169
408 546 64
705 800 739
949 819 232
514 699 988
503 629 743
600 372 741
980 586 269
54 770 4
504 689 295
660 58 708
411 465 398
841 888 299
926 837 427
450 351 905
170 572 592
736 173 99
209 153 271
884 924 792
358 147 465
377 526 452
465 936 747
99 496 339
251 422 818
223 590 521
612 760 567
349 496 167
739 704 761
899 383 732
772 478 739
982 943 243
377 760 954
658 730 964
496 952 206
404 283 965
602 631 39
972 371 816
214 524 620
98 142 102
846 913 261
122 896 451
333 991 69
40 368 118
887 583 24
326 705 691
242 307 63
654 997 589
488 929 892
348 745 763
870 591 316
309 712 705
690 45 677
832 803 218
422 409 498
683 453 741
507 695 161
681 68 924
944 555 494
731 902 868
98 492 130
377 800 369
552 210 181
156 760 518
408 182 695
962 583 567
939 809 801
224 490 84
504 154 935
152 603 623
824 700 304
89 77 886
784 347 820
243 502 526
504 910 474
892 591 686
453 530 206
708 472 448
749 695 999
346 846 102
563 670 521
990 759 273
218 262 712
655 504 864
570 8 300
667 618 517
67 790 960
555 217 436
971 966 222
541 312 811
995 593 423
868 583 482
817 800 765
832 174 748
631 463 652
58 130 819
794 914 872
779 470 907
236 160 358
669 701 512
666 415 991
53 2 802
198 537 478
604 370 840
514 1 116
150 776 779
123 570 516
884 349 883
863 585 679
808 972 551
502 357 656
788 410 514
657 607 46
46 212 314
326 444 534
69 594 653
659 716 893
165 600 211
858 183 396
712 709 21
984 212 897
391 999 149
797 376 258
741 140 989
773 465 89
524 252 208
52 910 869
149 76 591
32 652 281
500 364 648
658 68 554
892 458 989
536 255 755
225 715 681
124 207 958
186 731 701
123 501 393
213 368 548
903 399 400
775 898 981
76 276 840
587 168 337
817 423 633
422 647 126
885 489 129
531 675 878
710 797 26
237 729 817
838 632 813
92 126 707
428 202 222
550 788 254
130 605 656
683 746 981
669 631 922
581 162 566
942 590 472
86 826 509
315 664 619
662 475 731
189 621 843
709 172 860
397 20 68
508 702 924
983 91 461
230 390 636
869 333 151
26 137 100
909 171 680
426 832 289
786 739 611
629 448 782
697 563 842
652 71 422
72 55 649
122 3 651
53 591 8
292 616 393
357 525 327
524 669 974
166 455 688
429 802 42
581 500 346
35 152 198
628 224 636
30 64 581
821 116 597
945 407 508
207 483 526
356 7 919
776 320 266
663 900 626
113 654 210
351 282 998
644 30 98
377 851 496
981 796 344
920 721 92
103 796 67
236 852 614
543 628 991
652 291 332
261 403 829
739 754 256
442 117 261
926 493 847
526 193 373
970 831 878
897 652 746
831 888 246
374 150 418
518 801 654
281 780 653
697 519 259
395 679 164
840 605 244
138 850 151
231 820 392
763 718 492
93 268 722
273 641 200
82 877 839
900 876 320
122 573 149
97 686 378
625 527 402
646 664 419
859 613 124
341 376 905
755 468 532
496 460 971
385 541 211
794 441 585
982 281 623
409 96 230
515 720 369
944 366 535
224 943 156
323 284 405
141 758 733
943 254 32
107 638 719
148 151 153
65 134 632
991 261 768
886 494 74
27 438 443
549 661 727
684 984 319
914 843 61
612 505 27
769 612 64
186 759 364
762 542 597
620 533 263
573 139 389
246 165 726
285 433 398
986 835 823
253 749 962
995 361 994
710 848 242
63 753 916
285 515 304
640 135 325
694 426 911
523 672 430
789 675 417
436 661 379
785 913 71
977 627 523
675 337 820
702 119 330
489 403 557
816 762 835
396 456 933
114 978 923
996 486 599
30 641 689
898 426 861
517 123 529
479 218 138
778 425 211
311 242 883
977 637 713
71 470 441
554 466 496
713 214 572
533 831 195
