10000 50000
4175 6382 312
5622 6808 786
4856 3588 395
5568 7767 809
4256 5648 230
5804 1735 673
5466 178 666
9382 1029 919
3103 5339 328
2315 1848 352
8367 2375 734
1030 7996 893
3815 9203 833
5209 4770 599
7369 5377 598
7950 1180 684
8622 2998 862
5639 2379 890
4909 1833 580
6236 4147 427
2939 8865 801
6024 9894 148
5917 3708 350
5749 5268 119
9699 8988 496
9296 6937 27
6980 1910 376
1193 3900 107
82 8808 939
661 1395 438
9439 4334 302
592 357 548
9739 2625 607
4441 4725 227
3911 4423 214
8758 71 503
4785 3402 764
6512 4594 16
618 1027 175
2909 8039 570
9346 7477 255
999 4420 963
8898 4159 940
505 4951 664
3731 8861 87
2296 7619 157
7798 8755 910
1562 5266 503
5577 2236 529
4751 5144 919
1672 841 395
9278 8191 815
3593 7089 325
532 7593 275
2195 7675 487
4633 9970 105
7141 7768 859
3050 5681 477
3552 7609 712
1432 8711 207
3702 6735 47
3449 2364 589
7615 5956 677
5939 6487 621
5565 5034 295
4051 6018 617
6508 3159 736
1366 6208 416
7842 6112 376
2905 3895 438
3111 7597 524
509 1045 888
6098 5011 843
5126 949 682
1747 2865 67
2393 6915 84
3009 3422 242
7744 1140 802
4511 5333 265
5238 4590 159
4676 7700 107
7199 8209 503
2086 658 513
9281 5783 813
2962 7529 677
8028 6274 944
5463 9282 717
9705 3378 208
6506 7888 893
5770 3126 482
5280 4153 181
8739 7703 741
9593 6141 750
9106 5421 533
2270 4734 413
8299 9113 686
1242 4575 320
310 631 697
518 3488 584
2410 5609 61
8891 889 565
9423 5979 268
4516 5571 760
265 1028 532
1797 3298 265
3562 1596 729
5247 9189 655
2566 5850 286
9614 2719 773
4550 5128 382
2610 370 622
7527 6145 600
146 660 522
8905 7276 550
9436 5425 199
1052 8986 146
8132 584 686
9786 9502 535
2071 9115 254
7844 3664 733
5577 2626 455
4198 152 599
5149 6649 610
8022 1905 885
1923 7692 661
9121 8743 646
618 6874 582
1303 6659 83
4190 5082 197
3443 9277 213
527 4853 190
7981 5402 693
7931 550 341
4892 4923 245
9129 6846 936
8789 2318 30
7435 2936 255
3016 590 265
4450 1131 346
4998 925 622
9210 1452 826
2399 5784 227
8443 3715 128
4783 8606 51
9379 7734 896
5314 2875 213
6343 309 500
6949 9676 442
4214 477 572
6559 5474 497
4533 1036 300
7358 9786 83
5585 8229 149
712 3011 755
7114 2390 840
4009 4055 714
9574 6750 374
4425 3698 401
9866 7911 877
2790 822 703
286 1706 738
5585 9063 523
3019 999 751
4168 8063 762
274 5176 503
465 5537 557
3531 1462 306
3256 5886 4
2657 5752 266
8885 8541 87
587 5178 792
3324 7114 207
5847 132 557
6597 651 971
6710 924 147
9212 7741 35
2121 1271 496
5426 4526 381
8781 3534 484
47 2419 376
8485 9357 553
8629 9033 666
7835 4879 150
743 7827 800
1714 889 76
4212 6452 816
2246 8572 86
8093 350 963
3473 5482 497
7309 5528 267
9684 4013 975
7237 8993 7
8254 6827 237
5755 7569 416
3907 9282 304
2982 9845 107
6149 2090 31
586 182 732
9548 7 213
8396 7315 741
9662 6998 105
6637 586 97
8995 5192 275
6232 946 195
7647 4852 829
6302 4185 673
1408 333 763
7790 918 296
4521 466 654
6734 8861 320
826 4875 670
5282 7863 255
8730 3209 798
9004 9440 744
9550 3438 947
9378 9739 132
9051 7499 464
7165 1640 734
1812 6161 199
6466 9246 411
4785 71 637
2806 1704 851
5061 433 60
8858 5788 851
9953 5337 289
5900 1067 379
2383 6469 229
2846 3633 869
6931 1796 381
5129 4613 978
4892 5750 400
5880 8555 103
1083 9967 887
3142 5177 674
7344 5129 362
8632 7380 428
2363 9762 248
9943 8960 232
9163 5890 28
895 7371 640
1872 8614 741
9271 845 296
8373 1927 262
4259 1420 790
2284 8764 919
1998 3747 650
2777 6109 764
25 2404 723
7256 1566 964
6283 2461 686
6275 4332 299
2015 3603 144
2662 8327 422
6924 8938 842
9065 7573 605
9983 9570 351
985 2347 812
1748 2371 215
7822 9626 780
9785 2261 592
5471 8535 276
6121 6901 878
7616 9563 556
1038 2838 493
5879 1902 66
9483 8237 987
3185 9221 333
2996 7320 55
5210 5141 681
5342 1277 293
4285 6747 179
7560 9220 79
789 6835 993
2345 7872 182
9189 3750 84
3606 9584 672
7593 2769 892
277 2116 563
5332 3678 703
6364 5371 331
9656 9655 430
7834 7215 649
9264 8003 483
6609 6699 707
6790 5888 808
8873 5845 392
5544 9789 512
7787 66 979
3701 5397 656
4755 8112 26
7086 7767 33
2515 1952 247
7163 7567 601
4997 4175 652
703 965 539
6511 6189 735
8254 8085 524
2765 2223 941
5743 5924 337
8751 678 448
7128 4115 566
5160 6629 869
6758 143 435
6359 5140 610
9010 2194 574
3900 8704 114
986 3309 198
1509 6073 421
8449 8168 696
7137 3270 725
3936 397 840
4853 1909 468
7721 8666 611
8156 1376 102
2765 6737 295
4690 6988 999
2803 7974 307
5353 5834 732
125 635 251
820 7771 872
8544 8059 268
383 2911 176
8851 6984 842
3813 5139 569
3914 4255 306
6208 8944 293
3558 8098 266
4217 9802 452
7300 9926 86
8550 745 208
9421 5641 266
7040 6023 529
6568 1225 512
4761 1389 650
4329 5302 256
634 7862 199
279 7771 648
7896 1987 450
1347 9286 375
5432 4187 472
3640 9959 112
6257 6999 486
8137 3566 63
648 8326 451
4649 2654 105
2904 9640 966
6454 6270 736
4454 4165 75
5903 5512 360
3629 7295 547
8452 7286 505
8915 9895 855
5401 8031 420
9463 5031 97
1265 9679 103
8369 8935 742
3334 5388 11
2422 9841 527
3496 2095 390
207 2076 685
4753 6879 322
5610 5794 216
9816 7546 599
7588 7008 629
3684 8272 307
8786 2993 241
9879 2678 981
7241 5099 173
8768 4946 620
2157 5153 47
9193 6257 925
3515 8218 718
4082 8034 263
2680 5621 622
6308 5656 246
5967 4442 238
4559 672 267
4891 7913 718
1416 6680 663
35 5188 167
7081 4381 424
7357 4247 993
7075 8328 26
689 7360 998
7663 19 654
2908 2337 447
7497 6896 118
1115 8138 382
9832 9553 413
3495 5939 601
8661 3019 981
6436 376 579
2429 3802 258
2806 842 617
8804 8504 988
6809 7763 324
5607 1611 571
5076 2726 709
2458 2557 261
2870 6051 552
8470 1064 570
4802 7499 297
1732 6279 450
6990 9085 292
9606 4240 147
8593 7400 262
6269 3006 872
839 8081 597
3547 538 506
2160 9760 908
6711 4581 971
632 5735 822
1281 7466 100
2082 4455 536
3725 413 775
3872 5357 174
8133 1625 531
356 8816 612
8953 2362 501
2810 873 260
2717 3935 193
40 919 927
4861 8551 392
2312 632 847
5200 4357 611
2326 4580 319
6852 2712 944
4382 3067 759
6345 8371 472
8846 1180 697
7457 249 983
649 288 253
9575 1500 803
2319 163 435
9517 5362 143
7127 4040 722
6445 891 785
3740 5272 851
9850 1617 574
4674 6814 105
6722 622 353
2704 1271 992
5957 7197 843
4111 9515 6
2897 9031 719
6039 2509 758
3760 5306 648
6896 9045 272
6747 5247 240
7672 9920 53
9776 2993 674
8481 5696 296
3824 8004 845
667 8467 359
4024 1363 742
9094 7402 602
1852 7513 907
1851 4409 304
3474 7507 550
6713 1530 821
6765 7657 813
3791 6137 860
8438 6313 216
282 3331 682
7993 7354 396
1086 6447 149
6687 4650 662
7594 2853 422
249 6326 280
1798 3039 809
5970 6155 465
3134 6297 954
5993 4735 266
9560 1368 596
5241 9360 301
4989 445 99
2137 3484 749
3150 7429 601
8571 7677 278
7850 5826 316
5010 1795 823
3475 4928 119
4428 7272 853
8045 6832 221
4992 8424 932
9292 3412 729
6390 5549 212
4490 8698 640
5442 3621 316
2720 7822 141
9387 2832 287
2209 6306 566
1328 7085 837
1532 5129 668
6752 120 444
4036 5763 855
1764 2152 755
2975 2994 805
1614 8435 425
4281 7506 246
2773 6893 429
3059 9101 734
4624 6780 818
9812 8312 298
5480 1415 769
5923 5450 531
6129 7213 35
8236 187 28
9040 8152 814
9816 8784 320
2061 1556 212
9842 966 664
7575 1941 444
8745 8105 755
1394 3584 521
4163 5858 971
9045 8338 183
6079 6573 722
2458 5612 225
7272 5427 9
5943 3840 916
5154 33 234
6169 7607 526
3964 2703 630
70 4097 565
7591 4611 774
561 3655 112
7095 6086 36
3816 8543 1000
5041 2166 778
1401 8108 969
5668 9613 1
7253 5782 608
779 6097 662
8760 6167 110
325 3757 720
4098 669 727
2561 7763 812
7597 7931 706
948 9323 872
9725 723 979
8694 2742 944
7694 9995 77
653 773 173
6315 9532 691
8776 6208 799
9496 6658 467
222 9218 582
3385 3166 512
5090 465 186
8961 190 260
7292 8883 1
1587 2928 995
1663 9933 119
4187 6247 3
2878 1374 210
1676 869 867
7495 7442 437
7428 826 954
5291 2268 419
2476 7580 960
6735 1223 194
3735 2809 121
7082 4471 53
1200 5010 651
1202 7887 25
3764 5914 245
6630 9760 39
1418 7187 864
5724 2477 483
494 4952 63
1805 8038 285
1998 1773 94
1470 8854 916
875 53 925
2877 7607 163
9901 1370 77
498 4351 188
8536 2121 375
3751 4196 203
1234 1041 507
6296 2845 544
8932 4842 316
8025 2663 521
4293 3537 926
9217 6414 884
4732 2666 253
9808 9515 955
7347 8050 75
5721 8153 270
2924 9386 662
7782 2033 506
4325 964 699
8993 5341 362
2513 9633 898
8790 8849 663
2673 3580 329
4277 9739 843
232 7086 245
4658 9158 397
3280 8433 134
2941 6214 166
5447 539 481
9145 5883 821
1858 4747 453
8108 3537 654
770 2561 585
2450 6838 676
3645 3421 113
2889 8078 270
6637 7709 55
6122 650 268
1287 2448 158
119 7944 40
7940 9802 787
1744 7909 675
4397 5030 235
6982 7480 424
2009 1124 196
4121 364 274
1742 3352 334
7796 9473 983
6416 7111 430
5573 7229 374
6965 1520 527
3103 3264 787
2777 7660 816
1363 993 295
3139 3001 770
8334 3473 485
7959 5215 836
5293 3010 660
3275 9425 770
57 1350 351
4782 8314 870
9308 1416 485
8094 544 497
8261 1906 489
9556 5044 842
4677 9730 314
162 7688 880
8997 9332 242
3657 8959 18
1778 9015 367
3480 148 32
350 5807 447
3186 3900 990
3682 8512 248
1523 8067 643
2364 2744 372
3029 2905 412
5261 8253 743
502 8261 701
1519 6391 67
238 9870 214
7269 6571 20
2068 9757 271
7409 3438 783
1008 4960 201
9651 3675 296
4374 6704 552
3137 8316 805
4880 8817 417
1932 6687 807
4351 6924 677
564 545 247
8936 2612 3
1206 6372 793
8340 7380 104
3541 7030 779
7836 7755 834
1388 892 149
9544 2123 317
5960 406 3
8767 4756 279
7795 1672 823
7041 607 786
2396 8164 509
1188 6504 888
1291 6396 269
1421 4231 24
8254 1970 267
3402 7865 741
3718 177 146
7073 5295 902
7351 3089 573
4525 6481 179
662 8876 342
9522 6415 197
9410 7706 592
9030 9126 175
6405 3732 496
4671 3485 361
7763 3555 537
4909 627 831
6810 4329 271
6734 5205 751
7264 2218 627
5957 1739 41
1154 7500 98
2745 6530 576
1271 9286 307
1767 309 143
127 8071 697
5015 2979 323
5197 6140 3
4819 2873 207
4569 136 424
9547 2445 515
940 3598 14
37 2694 895
964 3965 181
5622 5731 489
3765 2209 559
5461 3575 890
4136 5123 29
7138 9941 254
5345 861 741
2120 408 185
634 1347 782
3000 7735 828
1894 5051 792
74 672 874
4914 4436 434
7825 6249 8
3714 384 482
2094 7521 774
9699 9217 634
7440 1337 393
7624 8322 91
7758 1321 826
585 3215 228
3728 9640 899
2601 4554 687
6386 8730 287
3745 2443 670
6226 888 542
4999 587 759
984 4378 95
7377 8353 416
1467 6110 737
9644 3046 303
2871 3125 942
3122 5725 495
4160 8462 576
1446 2206 18
5467 8431 258
7008 9781 196
7766 765 573
6212 8141 925
2980 5959 387
1068 1955 432
2370 4825 557
3311 4298 633
5158 4809 95
5733 6254 300
5103 1720 83
1712 5080 863
8907 2845 979
6831 9057 471
6755 8388 430
9141 9455 384
925 1824 560
5833 1486 210
2817 2995 18
8263 8728 272
5915 182 343
1997 1893 422
4211 7151 619
7190 3981 27
4660 735 414
4441 6228 868
9824 3504 43
2736 5688 528
9945 8504 523
1962 6767 602
6585 9033 783
9280 7381 27
701 1591 177
1319 5132 509
7345 6144 595
8110 584 822
1977 6760 677
4019 9495 364
3899 5791 868
421 4104 986
8374 689 370
6508 9968 750
6534 7020 692
62 4691 824
7570 8387 967
2164 6497 902
9338 8473 13
14 8844 859
6378 2742 649
7597 9514 753
1934 7887 793
5303 4394 112
6052 7279 483
4743 7340 173
4918 1261 560
1236 3424 56
8138 2761 880
8150 9127 723
4009 1856 816
2009 9452 329
4113 1385 567
6905 6687 960
2368 9090 238
4851 3832 929
2023 8750 189
3934 9985 613
5989 4474 725
9221 8976 203
4943 9336 58
9759 1344 509
439 5457 245
9006 8713 283
8317 7433 372
8555 2283 556
8835 657 657
4024 4591 641
8988 6931 467
3064 6151 442
6267 1094 777
1324 7204 472
2185 3994 280
781 2999 993
6064 1316 777
6787 6222 59
1342 1408 715
7350 5431 657
3343 4418 588
3809 7482 738
9602 100 183
8378 7775 738
1201 9959 732
9481 7092 82
2825 3155 749
3601 6293 970
6659 3987 378
6725 1336 160
1382 4678 930
2969 4838 763
7058 4439 862
2241 9168 636
978 369 947
61 9849 38
2143 9025 544
1891 2625 836
4213 5635 174
7942 8711 510
7101 6444 539
7030 5764 377
792 2822 815
1005 1414 983
2641 2391 703
6939 8804 551
1976 946 927
6519 2836 551
3706 7048 537
4880 4989 247
3741 8442 691
3631 1823 454
8359 2615 275
7526 9971 688
5860 2611 431
4562 9549 586
9464 7876 531
3390 746 718
9940 804 118
4828 2035 458
2074 5775 899
5764 5757 722
1570 4116 688
196 1641 658
3884 7500 621
2666 8413 521
251 7876 749
5133 1265 494
2850 7556 297
3967 2383 331
6425 808 457
3675 2924 566
6396 4493 681
4435 4688 673
2445 4923 524
9417 3940 936
5937 542 811
6685 5674 427
4531 4876 982
3179 8842 716
3862 1618 875
318 5293 798
5235 8040 290
7915 2475 330
4939 4919 252
9462 4335 544
2397 6623 85
3207 9660 111
1633 542 986
3966 3720 179
5033 7581 797
6908 4251 89
1705 9485 480
7347 3752 954
7676 8690 224
9279 8152 910
4822 6900 885
907 107 544
9017 8091 437
8354 8409 156
6532 3441 89
2680 348 339
7768 8405 175
3600 5751 278
5553 9778 968
5129 9056 471
5390 230 370
2274 1136 828
5169 6504 271
8605 1209 679
2113 7740 119
3201 420 819
4891 4539 575
2417 8138 325
3695 43 454
3662 1523 861
4484 6912 90
2205 9186 577
33 706 80
2303 5663 288
9333 7775 380
3451 7327 799
621 2217 689
6195 985 179
3871 4679 221
1324 4692 743
4185 9175 6
7274 7732 191
7851 7764 249
1282 6418 911
5922 5750 685
4653 5552 363
3803 6173 579
7491 8719 915
5669 2590 594
241 265 285
9983 801 812
2989 8075 543
1531 2277 658
7131 9910 75
2041 2183 176
1077 6835 79
7439 637 603
2369 8128 322
8284 148 263
8877 389 527
513 6723 328
1324 6063 754
6218 3946 382
8875 1076 643
4301 3117 826
1828 545 12
4907 7984 649
509 6704 128
1182 1339 627
4444 6567 15
7971 7080 90
8650 4755 152
7403 973 97
1136 9847 525
4778 500 993
6955 2327 537
5967 7233 872
1967 4094 576
6094 5275 266
3072 9719 833
4087 4041 912
4528 2690 666
1031 6444 990
1480 7579 837
3004 2356 336
3996 5663 662
1884 1629 247
7756 3595 340
6683 6040 614
6948 9111 684
3780 9549 724
4043 4076 765
2709 5107 208
5050 2938 138
886 5941 846
3573 6288 508
8587 8171 136
833 5926 730
3524 2608 121
1489 5908 231
9173 9687 780
896 82 207
1661 9142 313
5220 4191 250
6358 1429 542
6203 5001 829
1710 9939 1000
5197 7123 277
2278 646 237
5398 2135 144
7628 7659 182
5759 8554 263
7966 6566 404
1630 8138 595
1880 4495 375
773 7049 375
9602 8758 666
2953 306 788
2229 2583 786
6817 7980 272
7312 1959 930
7494 7718 835
4108 5683 401
9864 7312 890
9810 5543 384
1184 2668 784
3910 8621 893
6575 1573 198
2715 153 780
9500 3322 111
4771 633 69
4052 4478 138
1886 8586 172
2638 8449 836
1527 4610 730
4910 5793 397
1693 9702 17
3585 2629 941
2134 5343 446
6913 1194 767
2375 2316 751
9796 6367 229
4933 8252 814
8457 890 614
9292 2416 575
2021 3678 367
3770 1722 420
4138 1659 400
2431 144 742
876 7057 287
8994 5783 602
7744 5578 968
7324 6863 572
5489 5319 461
2102 962 228
9676 2982 257
9394 3103 331
5166 7241 341
3565 9671 484
3659 6898 892
4945 5891 675
8547 9986 604
4866 7310 466
9437 2798 136
1249 1252 97
1829 7279 431
2437 6673 533
4767 8190 125
5107 1754 795
1943 5412 692
5834 357 934
1860 5255 920
3464 120 581
8281 5909 730
4769 7157 333
5865 5337 612
2647 7774 636
2532 2540 825
9656 3999 578
6451 2293 342
6494 8126 50
2428 9986 304
4699 9801 775
631 4433 683
9360 9201 192
2045 1418 528
5656 4064 301
8643 6595 193
3467 6251 543
6396 9053 835
1089 5546 312
6138 7973 649
2793 2671 449
5920 9653 882
4954 5365 434
1145 7409 851
2673 9416 915
8325 8058 861
6517 7876 111
1411 623 163
2245 1712 61
7557 4201 33
9205 3346 56
7006 9265 708
2887 4218 72
672 1715 480
3523 739 895
6789 9063 304
6649 1932 179
9112 3342 802
626 5587 865
7686 9495 417
9071 8699 762
3126 5704 378
3185 4942 948
8609 1966 662
1440 5488 400
7335 2276 462
3990 5276 745
2169 739 87
7322 1365 25
538 9050 871
7954 4472 569
5068 7597 625
7797 7134 918
4744 5742 883
3405 7181 370
9156 867 997
3970 4857 625
714 3377 363
7152 7050 727
5528 7587 129
3398 1892 600
9967 6959 549
4943 4756 682
4860 5851 775
3095 9256 955
6816 4763 822
9165 8732 30
6789 9446 406
1503 2949 455
1230 8477 393
2710 1874 284
8661 1840 595
8561 3134 350
5594 4346 552
8368 7440 807
4675 4255 570
5496 9771 653
3877 6559 98
9282 8062 399
8088 5643 875
4480 4704 748
2763 9716 940
4357 8277 73
7058 3870 418
5610 8590 209
9768 3264 816
8689 5111 586
6342 8987 497
9791 8268 558
6189 2707 552
1063 7186 255
4163 9948 970
9102 657 598
7174 4066 820
5944 9675 409
8504 5795 24
5319 4483 134
1905 7176 472
7753 6967 91
5310 9507 797
1213 6922 982
5467 1084 281
5788 185 289
738 3710 355
9557 6005 29
3317 4509 175
6692 6179 658
5177 4435 833
2648 2187 151
4738 3848 10
9534 5060 931
7867 6878 14
6147 2666 550
1436 9755 611
790 5663 968
6170 8979 828
7345 2022 6
9354 7198 441
8538 9845 979
4689 934 827
6698 467 886
1980 8333 764
8345 831 781
1246 2266 535
7856 9407 197
3175 1929 527
3002 5625 900
9008 4978 97
5800 9867 293
4778 4555 226
1842 5935 728
2957 4279 558
6737 5524 176
6623 9732 582
2171 2906 862
3049 5908 486
5948 1267 815
2396 7066 682
8688 8195 588
2265 2151 192
2660 3992 478
1387 6948 757
944 36 632
9119 3010 363
3053 1532 621
8914 4580 528
6752 6879 146
9566 9274 211
8599 4313 405
2187 2929 555
9730 5588 898
3207 6974 197
7315 4269 232
6947 3388 593
2661 2792 124
1281 1705 703
2160 4808 581
4305 4374 206
3515 2972 870
7272 1510 150
3178 1239 737
3076 4446 62
6272 1760 331
5856 5058 70
8448 7719 861
2572 8999 917
1274 1159 725
3207 1815 450
764 5330 773
8986 8953 283
135 2130 873
6872 5205 670
3285 7829 782
7615 3684 839
8036 2131 557
1248 4702 908
6165 2328 418
2241 1886 232
9042 2649 913
5166 1634 865
2800 8121 347
1673 1344 903
7694 4628 731
5475 8595 414
4666 6630 545
1574 7878 598
7481 394 925
7250 8986 810
8834 8027 811
2098 3192 796
4315 2344 916
8661 4016 611
4563 8061 239
8294 3536 833
2059 8201 814
1603 6126 43
8553 9959 436
7829 7208 421
8991 2393 799
2801 4491 343
948 8805 686
7216 7465 53
4826 2027 113
3416 6672 1000
600 8731 552
4414 6685 678
2456 5237 636
7244 9418 195
4664 8408 588
6463 7560 78
4157 8507 882
7842 2074 698
1894 3252 76
4006 6667 748
6006 7267 830
2557 8032 514
1586 6839 103
4221 4082 872
6768 8746 279
5355 1560 838
4784 5716 696
6665 9909 122
8714 1802 373
2789 2159 391
3536 4516 9
5717 3425 40
4583 5010 879
5037 5583 312
4908 2350 409
3186 4056 320
5375 8839 35
6070 1855 295
5191 568 448
3915 3356 607
9306 3244 474
8314 5312 250
1706 9894 612
1936 4930 194
6247 6189 895
5656 9374 302
2975 1100 492
2362 7170 346
1656 8712 265
9104 8979 972
5062 8284 567
1887 2949 879
2137 1006 772
3748 2941 54
7293 9188 242
9539 1195 968
5840 521 67
7331 9234 588
7028 890 652
7292 6345 630
3615 7758 265
3182 9644 565
8060 1780 571
9183 1879 863
1588 9171 402
3830 8709 596
8149 900 469
3567 8230 702
6155 1609 943
158 5252 639
3139 8867 396
4403 2048 392
1319 6459 171
9241 5641 402
104 7229 572
6505 7410 633
453 1910 532
4921 5476 114
8622 1630 722
5917 8139 974
9555 1277 192
951 2031 239
4694 3350 697
216 8942 689
7617 9045 269
4189 5550 30
5821 2354 939
8352 7274 415
1817 2247 396
539 8163 535
864 4070 163
55 1372 194
7645 6065 895
1693 6280 836
1381 3897 881
4650 8085 782
8031 257 135
6970 4960 760
7736 6777 358
6483 3667 873
7017 4530 942
5180 936 313
1725 4932 377
1619 6624 656
454 4356 552
4686 5357 988
4467 3388 596
2953 357 556
5064 4444 332
9422 926 998
8294 4295 879
1235 5826 166
5547 7550 97
2275 9168 72
8930 5973 427
5834 659 784
7173 1477 171
8769 4430 879
5324 5845 322
5007 5266 247
8356 9911 893
2586 1145 718
4103 3043 267
4199 1669 786
3622 599 759
1048 2784 769
3831 6308 245
6353 5076 26
5583 6751 871
2904 1757 136
7503 6464 399
6395 9049 895
7465 3151 938
9731 3701 958
3869 7322 556
3979 4722 691
4747 4904 999
6991 1257 426
17 3191 177
5239 2447 285
5726 9949 749
6124 2695 149
4019 6511 652
1308 6242 704
265 6462 378
6173 440 99
4863 1538 354
6213 4880 962
2639 1248 153
2167 6486 599
3451 2212 899
7551 8335 593
7052 8705 104
6055 12 697
8758 277 510
1487 2801 301
2585 4015 838
4939 228 717
1252 9218 965
4404 1384 450
2 1186 13
1900 5089 348
2845 8492 404
300 4546 416
348 3303 44
3209 4790 844
6509 3726 210
1346 5016 789
7414 6268 6
8378 7023 741
2180 7025 279
8192 5276 719
8891 4472 210
8295 1123 755
4062 1470 409
105 1030 550
5300 7538 276
4509 5235 643
6650 2649 262
1655 1026 285
748 9557 661
7378 4101 288
9096 2991 760
9305 7637 882
4059 1698 704
8467 8154 733
4017 3453 623
9644 4314 857
6638 963 505
6252 8969 883
6536 6068 791
6548 3445 891
1835 2540 882
7946 1844 870
5180 5902 568
235 721 721
9967 1089 526
3589 7084 191
8798 3721 505
302 6324 825
5536 2859 893
327 5758 337
9217 7593 229
7450 1890 72
3320 7069 326
7239 7303 398
9311 3622 486
1188 3562 921
7378 2359 993
7234 9013 317
6059 4548 527
7303 4874 285
1991 443 229
9219 7892 118
4643 7563 539
5968 4801 193
4365 4112 814
202 5299 376
9474 9029 86
2466 2614 98
1782 8672 998
309 2326 223
945 4317 665
9173 9887 909
5642 4529 471
9180 496 272
6373 1212 735
3538 7765 33
4265 7238 413
3703 6056 27
2152 4189 50
5149 849 376
5724 1793 44
6740 7317 930
5648 2959 459
8471 8490 306
6094 1214 870
7828 4752 986
1212 5368 576
3625 9070 983
8651 1222 171
5052 2722 20
7427 8445 812
6822 5185 129
6104 7184 439
3562 5654 928
4219 1747 494
2440 5926 597
4778 7138 964
705 762 386
2687 5764 607
8857 815 680
5876 4594 125
1040 7767 661
3520 3870 844
8958 3783 850
9237 4354 948
730 6793 874
3326 7922 11
7642 8626 124
1027 7664 887
1985 6521 53
5664 8748 998
4140 9787 765
4152 3306 634
1348 8615 417
4197 7852 770
5144 4933 914
8369 8259 188
2379 2252 165
3502 3278 829
6740 1614 701
7145 7277 448
8494 7769 587
1258 1920 244
4244 9619 859
1012 3815 62
2133 5311 994
6398 3679 604
8585 2410 855
2102 5911 484
6930 9003 97
4630 2499 726
1077 992 846
15 8602 117
2259 9197 736
9469 208 902
4530 8692 212
4523 5089 243
5479 26 652
8685 2127 914
5169 5408 268
9617 37 766
7694 7465 758
9891 7480 711
4008 6090 907
7743 5558 466
1644 87 157
7208 961 597
6450 2791 974
4453 1476 100
4718 2996 507
3986 8964 895
2103 3010 360
4860 2900 191
8922 6907 280
5828 4649 189
5645 2645 275
7801 9852 587
7750 2653 730
7723 3457 205
6175 8174 552
33 8511 515
3928 614 524
1639 1825 424
3181 747 682
4460 2926 683
4000 8571 327
3626 2723 530
4212 6824 534
3941 4547 342
1497 7073 867
2048 7105 378
7915 7384 343
6790 9022 519
8565 2202 617
7247 3013 543
3281 7012 465
5607 637 539
488 1201 363
4373 1493 261
1714 9342 333
3580 7741 789
309 5655 173
4003 8797 546
9522 7361 100
2138 959 464
4032 4239 828
848 6197 816
387 6684 16
3101 7408 861
361 5473 202
1045 9053 942
8833 5713 949
4005 9716 745
903 9237 457
2 7726 416
8465 1758 654
6644 2605 851
5460 9343 886
1827 2443 646
9687 2803 118
3240 199 170
4534 9032 235
7834 9388 950
9930 290 538
9386 6643 263
9801 1460 372
807 8103 329
1657 9914 671
1894 1741 114
9539 7779 268
2657 1019 819
1178 1904 850
5412 9737 589
5713 9666 231
1602 5403 873
5217 5204 684
588 6010 139
4916 4018 52
4939 2263 792
7404 1802 571
9023 810 941
841 1987 844
1690 3751 932
4631 5815 949
7861 7417 351
7733 2633 554
1769 9572 915
3907 840 284
5958 5778 547
6102 3181 700
4024 8555 509
2964 9396 847
159 7437 597
7090 2067 764
38 9927 180
8388 4012 164
8294 5780 87
560 9686 926
6844 1995 55
5390 4448 587
2089 8471 142
5949 1434 537
1795 1592 973
7744 5033 40
9507 5070 966
5038 9810 329
9553 8103 108
3639 5014 145
8565 1857 492
1971 3598 939
8558 5686 410
3699 7986 195
4587 9781 139
6559 3876 171
6950 9734 593
7268 1123 754
1704 665 221
4200 5581 78
8691 7552 675
7630 6109 713
1391 6159 698
2937 745 830
6075 3655 57
598 605 790
6542 7872 264
2295 5819 938
2502 7522 603
4074 8074 535
1151 6764 86
8178 745 194
7242 2135 704
7939 1424 448
1121 7498 103
4529 4447 707
7671 988 930
1934 9634 748
3224 8487 622
5178 2561 695
2712 63 810
7798 8240 555
5343 1833 41
9047 9772 464
9846 7244 314
7948 1772 760
3006 9442 748
2287 7728 733
7387 951 220
8 6128 780
7054 8839 842
863 6636 434
1769 8331 266
1162 7377 389
5625 3574 984
290 1522 756
3050 879 549
3149 3166 276
2881 552 226
1100 6911 705
8231 316 544
5425 7530 531
7210 9299 861
4475 6812 589
4216 8788 515
1199 9078 388
6306 8479 266
7207 1627 783
5834 859 686
5412 8311 948
1116 6541 263
2011 1965 793
5894 9174 443
1754 1 254
7695 568 393
3561 8118 470
948 776 948
9213 7982 926
3348 167 785
8033 5578 447
5981 3046 987
595 1408 304
2739 7301 829
4181 5407 181
8786 3101 100
2179 6661 218
1000 3960 993
8300 3172 326
7225 6519 844
3361 904 774
4159 3236 819
5146 3830 226
801 6569 527
1981 7101 933
9514 5887 385
7613 4417 397
3830 1768 356
7174 67 879
4851 3644 750
2695 3356 653
2468 7515 240
1638 2660 69
5863 9812 989
3741 8144 90
7025 7657 328
3409 5270 96
9157 9099 863
8864 2625 282
1743 7475 925
3844 169 280
496 8988 794
3087 625 805
3155 6488 968
2496 6580 112
2585 3605 768
1264 3365 37
4359 2522 488
5573 1385 112
6854 9479 938
1778 3322 107
6410 169 94
2203 3255 719
3360 2762 558
4327 5257 137
3438 4193 93
6558 5456 458
8594 6166 331
2433 1738 67
8896 8592 546
2834 6721 219
3292 3130 388
6385 1685 994
6455 5044 755
9364 9370 363
8853 9160 555
1945 5717 362
8402 662 527
3732 3095 617
6799 1990 560
